#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-27T22:36:49 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ51f44b552540 
#INFO -out.max=99999 
#INFO queryParameters=11 
#-oc.form=sexa
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/632/266&tab:{J/ApJ/632/266/table2}&key:source=J/ApJ/632/266&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/632/266/table2
#-order=I
#-out=Vmag
#-out=Imag
#-out=Class
#

#RESOURCE=yCat_16320266
#Name: J/ApJ/632/266
#Title: WFPC2 photometry of the globular cluster M5 (Layden+, 2005)
#Table J_ApJ_632_266_table2:
#Name: J/ApJ/632/266/table2
#Title: WFPC2 photometry
#---Details of Columns:
    Vmag (mag) (F6.3)  HST/WFPC2 F555W V band magnitude [ucd=phot.mag;em.opt.V]
    Imag (mag) (F6.3)  HST/WFPC2 F814W I band magnitude [ucd=phot.mag;em.opt.I]
    Class      (F5.2)  SExtractor class indicator of object (5) [ucd=meta.code.class]
------ ------ -----
27.430 26.923  0.01
27.181 24.996  0.01
24.709 22.937  0.96
24.712 22.900  1.00
27.900 26.463  0.03
21.016 20.068  0.98
22.888 21.374  0.99
23.180 21.662  0.94
26.534 24.263  0.00
20.060 19.255  0.98
23.863 22.188  1.00
27.302 26.447  0.48
25.286 23.381  0.99
19.326 18.646  1.00
23.861 22.132  0.36
24.634 22.837  0.92
26.825 26.486  0.27
22.060 20.839  0.93
19.250 18.563  0.98
25.438 23.545  1.00
23.753 22.146  0.97
19.315 18.646  1.00
27.237 24.992  0.88
24.428 22.706  0.90
23.181 21.688  0.98
20.867 19.962  0.98
27.408 26.662  0.09
21.584 20.514  0.98
24.779 22.984  1.00
25.459 23.438  0.91
24.984 23.148  0.19
25.125 23.173  0.82
21.443 20.399  1.00
25.945 23.967  0.97
23.037 21.570  0.99
23.929 22.273  1.00
22.704 21.323  0.88
22.464 21.138  0.99
27.792 26.833  0.03
27.630 25.375  0.13
26.424 24.732  0.23
23.228 21.737  1.00
24.048 22.389  0.99
25.351 23.425  0.89
19.301 18.629  0.98
21.352 20.343  0.99
20.124 19.345  1.00
22.562 21.190  0.98
25.886 23.856  0.62
24.798 22.983  0.05
24.178 22.473  0.85
24.728 22.927  0.96
23.419 21.908  0.98
22.982 21.537  0.99
24.933 23.024  1.00
23.649 22.892  0.99
23.948 22.281  1.00
26.958 24.971  0.01
24.750 22.906  0.96
25.481 23.587  0.88
23.343 21.819  1.00
25.069 23.226  0.98
21.944 20.800  0.98
19.830 19.096  0.98
23.525 21.931  0.98
27.176 26.867  0.07
25.038 23.245  0.31
27.399 26.619  0.01
24.783 22.983  1.00
25.632 23.521  0.02
18.874 18.228  0.98
26.224 26.831  0.03
25.776 23.759  0.80
26.699 24.501  0.50
23.161 21.667  1.00
25.092 23.297  0.95
26.635 24.421  0.84
25.057 23.171  1.00
22.923 21.452  0.99
24.171 22.479  0.98
20.362 19.579  0.98
26.836 25.493  0.00
25.779 23.886  0.40
27.085 26.159  0.03
24.833 23.040  0.72
23.973 22.334  1.00
24.068 22.395  0.98
24.607 22.852  0.91
24.539 22.807  0.97
25.895 23.914  0.75
23.823 22.171  0.97
25.474 23.539  0.53
21.128 20.154  1.00
24.602 22.844  1.00
20.034 19.261  0.98
21.641 20.559  0.98
26.691 26.316  0.00
22.222 20.971  0.98
23.403 21.105  1.00
24.570 22.808  0.96
22.515 21.176  0.98
23.627 22.038  0.99
24.377 22.634  0.99
23.320 21.632  1.00
24.675 22.921  0.91
26.434 24.591  0.17
26.507 24.380  0.62
19.221 18.547  0.99
20.405 19.563  0.98
26.144 24.131  0.93
22.538 21.153  1.00
24.581 22.786  0.92
23.534 21.978  0.69
27.654 26.624  0.44
20.032 19.243  1.00
23.190 21.675  0.08
26.209 24.080  0.95
20.538 19.691  0.98
20.044 19.231  0.98
21.760 20.640  0.97
25.979 23.655  0.01
25.978 24.980  0.00
27.505 26.722  0.00
24.403 22.674  1.00
24.815 23.012  1.00
20.369 19.561  1.00
18.927 18.278  0.99
27.204 24.884  0.70
24.790 22.993  0.99
24.737 22.912  0.98
20.040 19.288  1.00
24.758 23.074  0.96
22.572 21.250  1.00
20.108 19.340  0.98
22.922 21.462  0.94
25.676 23.740  0.94
20.120 19.312  1.00
25.453 23.517  0.04
22.383 21.093  0.98
23.887 22.357  0.34
22.014 20.841  1.00
23.932 22.271  0.99
24.838 23.051  0.96
19.737 19.012  1.00
24.381 22.644  0.86
22.343 21.082  1.00
21.389 20.350  1.00
23.569 21.993  0.94
27.485 26.191  0.00
26.723 24.545  0.03
24.633 22.825  0.97
21.997 20.822  0.99
25.646 23.637  0.25
26.765 24.707  0.13
24.491 22.722  0.98
20.570 19.684  1.00
22.367 21.008  0.98
26.607 24.438  0.54
24.896 23.078  0.22
21.247 20.259  0.98
23.977 22.315  1.00
24.653 22.884  1.00
19.722 18.986  0.99
23.200 21.710  0.99
25.240 23.331  0.99
24.505 22.790  0.86
22.882 21.439  0.96
24.179 22.487  0.81
20.958 20.031  1.00
25.740 23.794  0.66
23.952 22.292  0.98
22.204 20.967  1.00
26.111 24.017  0.76
21.737 20.615  0.98
23.075 21.601  0.43
22.219 20.990  0.98
25.635 23.694  0.99
21.813 20.685  0.98
23.744 22.110  0.99
22.757 21.373  1.00
24.559 22.774  0.97
26.421 25.959  0.09
24.663 22.874  0.99
22.436 21.144  0.99
22.052 20.854  0.99
26.396 25.842  0.00
23.389 21.722  0.99
23.337 21.807  0.98
19.183 18.497  1.00
22.918 21.458  0.97
27.282 24.989  0.02
21.004 20.074  0.98
19.105 18.461  1.00
23.917 22.251  1.00
26.468 24.302  0.46
24.776 22.962  0.33
20.237 19.436  0.98
24.798 22.964  0.92
27.810 26.745  0.00
24.710 22.921  1.00
25.033 23.234  1.00
23.754 22.125  1.00
20.507 19.676  1.00
23.761 22.227  0.98
27.374 26.155  0.00
24.268 22.546  0.96
21.569 20.499  0.98
25.525 23.609  0.21
23.745 22.106  1.00
24.147 22.446  0.45
20.261 19.464  0.99
22.496 21.196  0.98
19.407 18.706  0.99
24.124 22.417  0.98
26.129 24.146  0.15
25.014 24.570  0.96
25.281 23.445  0.99
24.552 22.767  0.82
22.847 21.431  0.99
26.016 23.961  0.97
24.601 22.808  0.97
19.896 19.173  1.00
22.470 21.154  0.98
26.388 26.753  0.05
25.441 23.525  0.99
23.271 21.759  0.97
20.492 19.659  0.98
24.465 22.722  0.98
26.821 26.042  0.00
19.417 18.757  1.00
22.335 21.089  0.92
22.416 21.126  0.97
25.836 23.872  0.98
20.482 19.636  0.98
21.132 20.182  0.98
20.298 19.475  0.99
24.451 22.698  0.62
23.885 22.254  0.63
23.447 21.865  0.92
27.338 25.991  0.09
21.804 20.672  0.98
18.998 18.291  0.98
22.327 21.096  0.99
22.229 20.989  1.00
21.992 20.817  0.98
21.952 20.782  0.99
24.077 22.390  0.83
26.653 24.607  0.74
21.046 20.114  0.98
24.551 22.813  0.97
27.030 26.208  0.00
24.640 22.885  1.00
23.814 22.174  0.90
24.350 22.623  0.98
25.333 23.427  0.01
25.651 23.744  0.92
27.470 26.036  0.55
23.091 21.641  1.00
27.674 26.355  0.03
24.744 22.916  1.00
25.144 23.219  1.00
26.921 26.648  0.46
20.523 19.692  0.98
24.785 23.021  0.95
25.595 23.660  0.99
26.949 25.875  0.82
27.777 27.074  0.61
27.601 26.473  0.01
24.487 22.715  0.68
22.605 21.230  0.98
20.604 19.758  1.00
25.184 23.338  0.97
25.202 23.388  0.91
21.599 20.397  0.92
23.092 21.651  0.99
23.900 22.263  1.00
25.532 23.637  0.99
22.361 21.092  0.99
23.827 22.164  0.98
24.207 22.499  1.00
20.932 20.032  0.98
25.254 23.402  0.83
24.479 22.782  0.82
25.930 23.957  0.98
27.408 24.935  0.00
22.951 21.453  0.84
23.571 21.985  0.99
24.391 22.635  1.00
24.371 22.632  0.98
25.181 23.268  0.92
26.603 24.320  0.00
27.107 24.813  0.81
25.268 23.384  0.80
27.136 25.088  0.74
26.924 26.656  0.00
22.658 21.292  1.00
22.400 21.105  0.99
25.974 23.882  0.69
25.650 23.745  0.33
19.464 18.795  0.99
19.855 19.146  1.00
26.356 24.251  0.94
25.641 23.726  0.99
27.420 26.386  0.74
24.383 22.697  0.97
25.546 23.599  0.93
25.681 23.752  0.83
24.635 22.836  0.94
23.238 21.710  0.97
24.784 22.988  0.94
23.716 22.115  0.87
25.307 23.484  1.00
20.331 19.530  0.98
26.261 24.373  0.12
25.987 23.958  0.97
20.594 19.745  0.98
24.723 22.917  0.99
27.761 26.817  0.68
20.249 19.464  1.00
25.789 23.783  0.97
21.018 20.089  0.98
22.775 21.380  0.99
24.720 22.922  0.97
24.531 22.747  0.88
23.057 21.575  0.99
25.287 23.419  0.98
26.108 24.885  0.14
24.487 22.725  0.89
26.801 24.732  0.00
20.005 19.257  1.00
19.957 19.207  1.00
21.324 20.306  0.99
26.262 25.313  0.00
23.939 22.297  1.00
21.521 20.474  0.98
25.975 23.950  0.99
23.107 21.577  0.94
25.887 23.926  0.39
27.305 24.998  0.00
27.083 26.874  0.00
27.080 24.611  0.82
27.364 25.119  0.65
20.987 20.066  1.00
24.209 22.517  0.93
23.810 22.145  0.96
24.973 23.145  0.80
27.452 25.033  0.09
27.681 26.798  0.01
24.296 22.571  1.00
23.018 21.546  0.94
24.145 22.426  0.97
26.664 25.859  0.00
25.257 23.400  0.74
26.475 25.839  0.00
27.904 26.334  0.10
22.181 20.939  0.99
23.437 21.873  0.99
25.171 24.669  0.68
25.507 23.546  0.84
19.961 19.226  0.98
23.526 21.948  0.90
22.593 21.252  1.00
23.996 22.358  0.98
21.488 20.447  0.98
27.496 25.158  0.00
27.594 26.474  0.00
27.594 26.392  0.71
23.479 21.917  1.00
24.602 22.824  0.94
22.665 21.212  0.98
26.606 24.539  0.01
20.446 19.615  0.98
20.540 19.701  1.00
22.646 21.282  0.99
22.230 20.976  0.98
22.207 20.959  0.99
24.847 23.002  0.96
24.632 22.828  0.99
25.435 23.465  0.95
21.528 20.473  0.99
25.000 23.155  0.79
23.383 21.845  0.98
24.489 22.625  1.00
20.791 19.896  1.00
24.823 23.049  0.83
24.786 22.978  0.91
20.595 19.757  1.00
25.663 24.941  0.01
23.796 22.186  0.88
25.710 23.720  1.00
24.419 22.687  0.75
24.027 22.306  0.90
24.715 22.923  0.89
26.142 24.056  0.84
23.874 22.230  1.00
23.203 21.740  0.96
23.862 22.250  1.00
20.568 19.731  1.00
23.711 22.128  1.00
23.471 21.924  0.93
26.969 24.682  0.05
25.512 23.648  1.00
21.724 20.512  0.98
20.950 20.023  1.00
25.792 23.860  0.94
25.446 23.530  0.97
19.521 18.823  0.98
21.003 20.075  1.00
22.571 21.232  0.99
19.775 19.042  1.00
25.048 23.216  0.97
18.837 18.185  0.98
24.968 23.176  0.94
26.232 24.026  0.95
23.986 22.248  0.96
27.631 26.974  0.54
20.992 20.049  1.00
24.932 23.013  0.99
20.697 19.859  0.98
24.918 23.133  0.99
24.138 22.411  0.98
24.578 22.809  0.97
21.485 20.443  0.99
20.930 20.019  0.99
24.345 22.684  0.97
20.225 19.440  0.98
26.843 24.622  0.82
24.541 22.908  0.42
21.362 20.232  1.00
19.832 19.116  0.98
19.646 18.928  0.99
27.603 26.807  0.09
23.256 21.726  0.98
24.414 22.732  0.84
23.751 22.173  0.97
25.315 23.401  0.10
27.063 24.930  0.78
22.616 21.247  0.99
20.486 19.657  0.98
24.523 22.767  0.91
27.237 24.952  0.03
25.658 23.720  0.75
26.916 24.775  0.00
23.515 21.918  1.00
19.757 19.034  0.98
23.770 22.151  0.93
22.903 21.475  0.99
26.376 24.289  0.81
24.714 22.964  0.98
27.079 25.031  0.00
23.969 22.302  0.89
24.514 22.765  0.99
21.095 20.162  0.98
22.855 21.421  0.97
23.571 21.988  0.92
19.809 19.078  0.98
20.828 19.947  1.00
22.034 20.852  0.99
22.038 20.863  0.98
25.185 23.301  0.38
22.393 21.098  1.00
27.358 25.316  0.05
26.263 24.253  0.00
27.584 26.812  0.08
22.229 20.991  0.98
25.771 23.902  0.98
25.104 23.232  0.97
21.354 20.353  0.98
25.067 23.262  0.45
25.785 23.850  0.98
26.231 24.155  0.60
24.129 22.370  0.22
27.745 26.854  0.09
21.031 20.078  0.98
24.802 22.967  1.00
25.256 23.424  0.92
21.265 20.301  0.98
19.516 18.823  1.00
25.372 23.476  0.43
24.371 22.660  1.00
22.972 21.526  0.99
25.188 23.354  0.97
23.330 21.794  0.99
19.418 18.732  0.99
24.455 22.697  1.00
23.898 22.246  1.00
21.658 20.584  1.00
26.477 24.295  0.97
23.236 21.748  0.99
26.154 24.063  0.01
24.679 22.868  0.96
24.877 23.076  1.00
25.944 23.852  0.98
23.038 21.570  0.94
21.200 20.219  0.98
25.201 23.284  0.99
24.859 23.035  0.03
25.978 24.019  0.35
25.942 23.974  0.26
26.295 24.225  0.59
20.751 19.867  0.99
21.051 20.133  0.98
25.923 23.899  0.97
21.416 20.386  0.98
25.835 23.791  0.97
20.940 20.033  0.98
27.283 24.972  0.02
26.454 24.421  0.06
23.719 21.972  1.00
27.315 27.159  0.01
24.776 22.971  0.22
25.886 23.892  0.91
24.008 22.358  1.00
24.738 22.947  0.97
25.016 23.197  0.89
26.167 24.145  0.79
27.764 26.841  0.01
25.335 23.431  0.96
27.075 26.446  0.00
26.003 23.961  0.99
27.021 26.424  0.31
26.691 24.623  0.22
19.656 18.935  0.98
24.031 22.347  0.98
20.744 19.866  1.00
19.248 18.591  0.98
24.330 22.641  1.00
24.495 22.780  1.00
24.397 22.709  0.87
27.666 26.455  0.02
25.041 23.205  0.95
24.617 22.852  1.00
24.731 22.936  0.15
27.445 26.440  0.07
20.095 19.339  0.99
19.863 19.157  1.00
23.450 21.884  1.00
19.147 18.503  0.98
21.353 20.332  0.99
25.514 23.678  0.90
25.034 23.214  0.97
20.506 19.662  1.00
24.346 22.628  0.53
25.003 23.197  0.93
23.594 21.842  0.47
21.326 20.340  1.00
22.838 21.428  0.99
23.755 22.151  0.99
23.892 22.338  0.07
20.999 20.081  0.98
25.702 23.422  0.99
25.240 23.423  0.63
26.463 26.046  0.17
24.222 22.524  0.55
23.159 21.675  0.98
25.480 23.551  0.98
24.350 22.620  1.00
25.602 23.692  0.89
25.757 23.861  0.00
24.417 22.675  1.00
24.725 22.959  0.98
27.523 27.087  0.69
23.847 22.218  0.98
26.280 24.214  0.84
21.017 20.089  1.00
21.265 20.276  0.98
20.757 19.889  0.98
24.349 22.647  0.97
25.723 23.777  0.98
23.105 21.634  0.99
27.262 26.688  0.00
24.423 22.612  0.97
26.514 24.350  0.00
18.670 18.032  1.00
22.132 20.899  0.98
26.260 24.347  0.96
20.420 19.621  1.00
25.788 23.891  0.07
20.359 19.550  1.00
23.349 21.804  1.00
22.979 21.528  0.99
27.575 26.771  0.02
21.195 20.233  0.98
24.083 22.459  0.98
24.496 22.740  0.84
20.226 19.416  0.98
23.199 21.702  0.98
20.462 19.633  0.98
24.437 22.728  0.97
22.291 21.037  1.00
23.160 21.679  1.00
23.703 22.066  0.56
26.759 24.461  0.46
23.518 21.968  0.98
25.928 23.912  0.97
25.242 23.358  0.98
23.117 21.632  0.99
24.412 22.720  0.98
24.202 22.517  0.96
19.819 19.086  1.00
23.492 21.934  0.91
23.678 22.064  0.95
20.337 19.545  0.98
25.648 23.682  0.96
22.198 21.067  0.99
24.900 23.065  0.94
21.758 20.646  1.00
25.722 23.819  0.74
27.593 26.501  0.00
24.283 22.571  0.97
20.148 19.357  0.98
22.344 21.065  0.99
25.731 23.802  0.37
24.010 22.359  0.85
26.007 24.087  0.86
23.086 21.295  0.54
27.588 27.245  0.01
24.016 22.356  1.00
20.943 20.016  0.98
24.505 22.760  0.92
26.793 26.258  0.00
27.392 27.015  0.09
26.865 24.667  0.83
22.032 20.875  0.98
24.637 22.837  0.97
24.245 22.522  0.82
24.571 22.818  0.97
21.804 20.690  0.98
25.463 25.479  0.99
21.059 20.137  0.99
20.571 19.730  1.00
25.552 23.600  0.94
26.666 24.563  0.01
24.946 23.081  0.66
27.574 26.860  0.06
25.655 23.681  0.94
23.289 21.763  0.99
22.982 21.539  0.98
24.705 22.871  0.53
25.230 23.257  0.90
24.673 22.905  0.97
22.213 20.982  0.98
23.358 21.824  0.99
19.865 19.151  0.98
25.825 23.836  0.99
22.833 21.427  0.99
25.506 23.650  0.91
21.950 20.789  1.00
20.345 19.559  1.00
24.989 23.216  0.97
24.093 22.396  0.96
23.458 21.928  1.00
26.507 25.417  0.00
27.432 26.934  0.15
26.195 24.013  0.96
24.172 24.561  0.03
23.984 22.348  0.98
19.786 19.050  1.00
27.457 26.184  0.19
19.512 18.813  0.98
20.319 19.526  0.98
26.120 24.188  0.93
24.819 22.934  0.05
23.835 22.170  1.00
27.430 26.520  0.02
25.074 23.255  0.99
26.424 26.414  0.00
24.801 22.972  1.00
25.599 23.632  0.98
21.012 20.080  0.98
20.892 20.058  0.98
20.875 19.984  0.98
27.655 26.494  0.01
24.707 22.899  0.99
24.525 23.970  0.95
24.720 22.994  0.97
25.007 23.117  0.96
26.691 25.593  0.00
25.084 23.198  0.33
27.213 25.004  0.63
26.878 24.543  0.04
24.313 22.602  0.32
23.668 22.072  0.98
25.952 23.912  0.97
24.021 22.373  1.00
25.134 23.278  0.97
27.152 26.109  0.00
26.475 24.301  0.84
20.019 19.260  0.98
26.348 24.374  0.79
23.882 22.240  0.91
26.763 26.046  0.71
22.935 21.481  1.00
23.431 21.857  1.00
26.872 24.587  0.02
18.720 18.084  0.98
20.421 19.618  0.98
26.777 24.534  0.17
24.855 23.005  0.92
22.346 21.068  0.98
25.126 23.213  0.24
23.194 21.692  0.96
21.728 20.630  0.97
24.646 22.916  0.21
22.475 21.177  0.90
27.316 26.631  0.01
25.371 23.503  1.00
24.443 22.724  0.99
23.868 22.227  0.66
22.612 21.139  0.57
24.502 22.765  0.79
24.460 22.731  1.00
20.729 19.860  0.98
25.425 23.533  1.00
24.531 22.790  0.67
22.791 21.392  0.99
26.336 24.244  0.49
18.454 17.846  1.00
27.234 26.556  0.00
26.627 24.460  0.90
20.335 19.552  0.98
24.473 22.714  0.88
24.188 22.517  0.98
27.513 26.579  0.10
27.338 26.341  0.00
25.773 23.799  0.66
25.338 23.471  0.99
18.293 17.679  1.00
21.183 20.218  0.98
20.473 19.670  0.98
22.725 21.267  0.99
26.008 23.981  1.00
25.423 23.568  0.87
27.830 26.692  0.01
23.683 22.102  0.98
26.213 24.212  0.90
23.728 22.079  0.98
19.885 19.143  0.99
24.153 22.833  0.29
23.998 22.314  0.99
24.055 22.342  1.00
19.250 18.631  1.00
24.895 23.016  1.00
20.527 19.684  0.98
25.683 23.705  0.49
24.394 22.628  0.05
23.815 22.189  0.92
23.968 22.343  1.00
20.220 19.453  0.98
23.333 21.813  0.99
21.541 20.493  0.98
26.768 24.818  0.80
24.302 22.619  0.98
19.459 18.810  0.99
25.242 23.368  0.90
21.597 20.514  0.96
25.155 23.311  0.99
24.512 22.737  1.00
23.981 22.329  0.96
24.486 22.729  0.99
24.641 22.833  0.84
21.241 20.266  0.98
25.432 23.513  1.00
25.230 23.338  0.76
25.882 23.838  0.43
24.104 22.427  0.07
21.879 20.729  0.99
27.470 26.813  0.62
25.798 23.984  0.06
19.407 18.551  0.98
21.640 20.563  0.98
25.680 23.741  0.93
23.865 22.232  1.00
27.531 26.723  0.66
23.935 22.233  0.98
24.256 22.537  1.00
21.619 20.542  0.98
24.576 22.857  0.98
27.103 26.372  0.10
24.074 22.452  0.99
21.018 20.089  1.00
27.093 26.108  0.00
24.809 23.008  0.72
26.038 23.999  0.88
24.853 23.068  0.29
25.621 23.640  0.97
27.889 27.059  0.00
24.523 22.779  0.99
18.469 17.839  1.00
23.228 21.757  1.00
23.543 21.978  0.99
21.900 20.743  0.98
19.807 19.085  0.99
21.847 20.768  0.03
26.371 24.376  0.01
25.794 23.802  0.99
26.261 24.398  0.56
24.538 22.761  0.98
27.418 26.452  0.01
19.838 19.079  0.99
25.951 25.978  0.47
19.756 19.018  1.00
23.032 21.564  0.99
27.445 26.717  0.01
23.389 21.832  0.22
19.167 18.482  1.00
25.755 23.868  0.67
23.778 22.190  0.96
21.593 20.523  0.97
24.542 22.795  0.99
25.370 23.522  0.99
24.848 23.116  0.98
24.559 22.813  0.98
21.739 20.580  0.98
27.297 27.194  0.07
23.157 21.652  1.00
25.823 23.940  0.07
24.953 23.150  0.97
26.650 24.568  0.84
24.667 22.883  0.98
27.200 26.791  0.72
23.346 21.812  0.97
25.559 23.613  0.98
24.254 22.554  1.00
24.668 22.854  0.98
26.619 24.499  0.76
20.765 19.884  0.99
23.490 21.881  1.00
25.255 23.370  0.99
21.114 20.162  0.98
26.704 24.454  0.81
24.764 22.940  0.86
25.051 23.190  0.61
22.978 21.385  0.99
25.124 23.324  0.96
24.188 22.505  0.85
24.587 22.812  1.00
24.407 22.658  0.97
25.898 23.871  0.95
24.093 22.428  0.88
26.722 24.806  0.74
22.198 20.960  0.98
25.057 23.292  0.99
27.499 26.749  0.00
23.701 22.068  0.92
25.414 23.554  0.99
25.365 23.552  0.97
24.227 22.542  0.94
25.157 23.303  1.00
26.342 26.280  0.22
24.014 22.308  0.06
25.613 23.708  0.32
20.374 19.559  0.98
22.721 21.350  0.99
21.121 20.192  1.00
19.822 19.092  1.00
21.069 20.153  0.98
25.644 23.683  0.84
20.771 19.897  1.00
24.634 22.870  0.45
25.945 23.938  0.97
24.918 23.069  0.95
23.944 22.260  0.92
25.500 23.643  0.22
21.281 20.112  0.98
24.900 23.101  0.80
19.749 19.014  0.99
23.444 21.881  0.95
24.409 22.717  0.97
23.316 21.785  0.96
24.248 22.552  1.00
24.073 22.404  1.00
23.566 21.978  1.00
26.932 26.576  0.61
24.336 22.492  0.97
24.558 22.775  0.99
22.133 20.894  1.00
19.215 18.580  1.00
21.000 20.093  0.99
25.163 23.283  1.00
25.982 23.898  0.97
24.186 22.499  0.96
26.649 24.377  0.81
24.025 22.295  1.00
25.676 23.764  0.93
23.342 21.834  0.99
20.013 19.287  0.99
24.383 22.656  0.90
25.492 23.589  0.68
25.073 23.305  0.66
20.595 19.759  1.00
24.152 22.477  0.95
25.233 23.374  0.94
22.146 20.950  1.00
24.556 22.726  0.70
27.395 26.626  0.03
25.788 23.877  0.90
20.048 19.300  1.00
23.007 21.561  1.00
24.871 23.026  0.60
20.272 19.475  0.98
20.901 20.018  0.98
25.830 23.922  0.98
19.351 18.689  0.99
27.451 26.936  0.46
24.683 22.945  0.72
23.698 22.094  0.98
25.300 23.419  0.94
24.485 22.759  0.25
25.949 23.941  0.96
23.108 21.641  0.98
21.489 20.452  0.98
25.248 23.439  0.19
24.501 22.758  0.84
24.733 22.924  0.97
22.606 21.248  0.99
26.542 24.502  0.90
26.557 24.325  0.56
22.993 21.549  0.99
27.112 25.086  0.09
24.998 23.180  0.81
25.697 23.747  0.40
25.322 23.476  0.56
24.868 23.082  1.00
24.480 22.730  0.95
22.323 21.040  0.99
24.132 22.425  0.97
23.770 22.126  0.86
25.504 23.636  0.26
21.848 20.730  1.00
20.205 19.443  0.98
25.680 23.533  0.98
20.946 20.033  1.00
26.276 25.138  0.09
24.790 24.098  0.02
24.209 22.477  1.00
23.574 21.989  0.98
25.943 23.892  0.03
19.434 18.777  0.99
25.333 23.451  0.94
23.566 22.015  1.00
23.256 21.753  0.99
23.828 22.187  0.98
26.480 24.335  0.25
24.628 22.800  0.12
26.707 24.601  0.04
25.272 23.188  0.99
27.017 26.251  0.00
20.254 19.464  0.98
27.523 26.879  0.01
26.940 26.477  0.00
22.509 21.206  0.99
20.229 19.458  1.00
24.024 22.355  1.00
22.354 21.061  1.00
21.688 20.595  0.98
21.835 20.724  0.98
24.284 22.628  0.99
20.182 19.418  0.98
26.489 24.285  0.92
27.176 26.150  0.01
25.054 23.273  1.00
26.391 24.402  0.70
25.734 23.757  0.83
26.669 24.407  0.79
24.695 22.931  0.96
24.867 23.112  0.67
25.718 25.869  0.01
27.509 26.794  0.00
22.661 21.303  0.99
22.587 21.231  1.00
24.062 22.470  0.71
19.939 19.231  0.98
21.389 20.377  1.00
27.488 26.994  0.00
23.355 21.829  0.96
24.894 23.098  0.70
24.709 22.918  1.00
23.850 22.236  0.98
27.603 26.683  0.01
25.506 23.559  0.97
24.825 23.016  0.97
24.298 22.649  0.98
23.116 21.637  1.00
20.560 19.548  0.98
26.307 24.154  0.94
22.482 21.135  0.96
24.292 22.573  1.00
22.464 21.181  0.98
27.569 27.170  0.00
21.388 20.391  1.00
26.744 26.418  0.00
24.270 22.882  0.21
25.132 23.288  0.07
26.595 24.859  0.00
25.890 23.920  0.95
25.287 23.442  0.42
21.689 20.606  1.00
23.633 22.024  0.88
24.850 23.050  1.00
22.804 21.418  0.99
20.907 19.996  0.98
24.868 22.869  0.88
21.113 20.167  0.98
27.097 24.871  0.83
23.157 21.665  1.00
26.619 26.603  0.00
23.101 21.457  0.99
23.371 21.830  0.93
23.040 21.539  0.96
27.489 26.514  0.00
24.727 22.932  0.98
21.731 20.631  1.00
21.300 20.300  0.98
18.868 18.248  0.99
19.110 18.450  0.98
25.952 24.017  0.70
26.261 26.235  0.00
25.526 23.617  0.34
23.816 22.176  0.97
27.851 26.644  0.01
24.267 22.559  0.89
23.227 21.734  0.99
24.664 22.730  1.00
22.212 23.143  0.98
22.954 21.513  1.00
19.629 18.930  0.98
26.565 26.017  0.00
26.464 24.366  0.36
22.894 21.483  1.00
25.106 23.222  0.84
24.153 22.487  1.00
22.074 20.881  0.93
27.716 25.367  0.01
25.880 23.917  0.25
27.435 26.616  0.00
25.689 23.755  0.02
25.225 23.267  0.83
26.417 27.002  0.00
24.240 22.549  0.81
24.739 23.004  1.00
23.292 21.754  0.99
23.494 21.954  0.98
25.523 23.649  0.93
23.376 21.907  0.98
21.820 20.712  0.98
15.789 15.889  1.00
27.304 26.556  0.05
24.665 22.837  0.34
24.627 22.899  0.93
22.287 21.023  0.99
26.049 24.067  0.98
22.420 21.134  0.99
26.298 24.432  0.01
23.348 21.798  0.86
26.854 26.511  0.02
26.421 24.218  0.91
26.891 24.980  0.01
24.187 22.504  1.00
25.422 23.473  0.98
26.633 24.584  0.88
23.353 21.832  0.98
26.374 24.210  1.00
22.297 21.054  1.00
24.890 22.956  0.59
20.730 19.858  0.98
25.666 26.673  0.00
24.622 22.896  0.41
22.759 21.367  0.99
23.854 22.174  0.99
25.218 23.375  1.00
27.214 26.751  0.07
27.133 26.817  0.02
26.199 24.170  0.71
19.529 18.848  1.00
25.649 23.849  1.00
24.896 23.110  0.25
19.649 18.963  1.00
27.488 26.717  0.08
26.490 24.469  0.04
27.393 26.606  0.00
21.394 20.418  0.98
24.846 23.007  0.94
26.119 24.012  0.92
24.391 23.342  0.03
25.740 23.764  0.97
24.752 22.971  0.92
28.136 26.620  0.02
20.448 19.642  1.00
24.854 23.024  0.56
22.916 21.497  1.00
27.961 26.602  0.00
27.617 26.475  0.01
26.290 24.129  0.98
25.546 23.643  0.99
25.033 23.219  0.62
23.734 22.120  0.98
24.943 23.181  0.87
24.632 22.835  0.83
19.961 19.190  0.98
24.485 22.717  1.00
23.276 21.847  0.10
27.524 26.644  0.00
25.535 23.646  0.69
24.753 22.804  0.32
24.249 25.536  0.08
22.033 20.856  0.96
25.059 23.174  0.86
